task,finetuned_on,method,wbit,sparsity,group_size,em_acc,em_acc_lb,em_acc_ub,filesize,compression_rate
toxic_language_detection,irony_detection,fmzip,4,0.0,1024,22.4913,22.081528139046032,22.90107186095397,294.57,8.82642495841396
toxic_language_detection,answer_verification,fmzip,4,0.0,1024,27.466,27.02794549776385,27.904054502236157,461.47,5.634169068411814
toxic_language_detection,word_semantics,fmzip,4,0.0,1024,32.2652,31.806390149402503,32.7240098505975,447.49,5.810185702473798
toxic_language_detection,fact_verification,fmzip,4,0.0,1024,31.7938,31.336772037458744,32.25082796254126,428.61,6.066120715802244
toxic_language_detection,coherence_classification,fmzip,4,0.0,1024,32.5761,32.116144193172005,33.03605580682799,449.19,5.78819653153454
toxic_language_detection,gender_classification,fmzip,4,0.0,1024,29.0908,28.645052668871102,29.536547331128897,413.12,6.293570875290472
toxic_language_detection,coherence_classification,fmzip,4,0.9,1024,29.2513,28.804830861310265,29.69776913868974,172.22,15.096968993148298
toxic_language_detection,gender_classification,fmzip,4,0.9,1024,26.1822,25.75073731346532,26.61366268653468,115.94,22.425392444367777
toxic_language_detection,irony_detection,fmzip,4,0.9,1024,16.273,15.910735144407568,16.635264855592435,81.44,31.925343811394892
toxic_language_detection,dialogue_state_tracking,fmzip,4,0.9,1024,25.3398,24.91292001530502,25.766679984694974,110.19,23.595607586895362
toxic_language_detection,answer_verification,fmzip,4,0.9,1024,23.4943,23.078209521342327,23.91039047865767,172.6,15.063731170336037
toxic_language_detection,word_semantics,fmzip,4,0.9,1024,23.053,22.63964880480445,23.466351195195543,132.61,19.60636452756202
toxic_language_detection,fact_verification,fmzip,4,0.9,1024,20.0893,19.69607194417056,20.482528055829444,121.57,21.386855309698117
toxic_language_detection,fact_verification,fmzip,4,0.95,1024,18.4946,18.11355585794093,18.875644142059063,89.92,28.914590747330962
toxic_language_detection,gender_classification,fmzip,4,0.95,1024,20.33,19.9350194371552,20.7249805628448,71.11,36.56307129798903
toxic_language_detection,dialogue_state_tracking,fmzip,4,0.95,1024,20.2899,19.895209878563943,20.684590121436056,70.23,37.02121600455646
toxic_language_detection,irony_detection,fmzip,4,0.95,1024,15.5609,15.205146828724583,15.916653171275415,51.18,50.801094177413056
toxic_language_detection,coherence_classification,fmzip,4,0.95,1024,22.8675,22.4553192793306,23.2796807206694,123.16,21.11075024358558
toxic_language_detection,answer_verification,fmzip,4,0.95,1024,20.2146,19.820456911104547,20.60874308889545,125.55,20.70888092393469
toxic_language_detection,word_semantics,fmzip,4,0.95,1024,18.6851,18.30254630083442,19.06765369916558,88.24,29.465095194922938
toxic_language_detection,irony_detection,fmzip,4,0.99,1024,15.0293,14.67857752179018,15.380022478209815,24.6,105.6910569105691
toxic_language_detection,dialogue_state_tracking,fmzip,4,0.99,1024,16.3282,15.965440881377468,16.69095911862253,29.71,87.5126220127903
toxic_language_detection,gender_classification,fmzip,4,0.99,1024,16.0273,15.667253272254362,16.387346727745637,28.81,90.24644220756682
toxic_language_detection,fact_verification,fmzip,4,0.99,1024,15.601,15.244873332851764,15.95712666714824,47.99,54.177953740362575
toxic_language_detection,word_semantics,fmzip,4,0.99,1024,15.7966,15.43866328253146,16.154536717468538,47.1,55.20169851380042
toxic_language_detection,answer_verification,fmzip,4,0.99,1024,16.5338,16.169212909192435,16.898387090807564,80.94,32.122559920929085
toxic_language_detection,coherence_classification,fmzip,4,0.99,1024,16.3934,16.03005898455418,16.75674101544582,76.03,34.19702748914902
toxic_language_detection,gender_classification,gptq,2,None,1024,0.0,0.0,0.0,512.64,5.071785268414482
toxic_language_detection,coherence_classification,gptq,2,None,1024,0.005,-0.0019395893360027,0.0119395893360027,514.34,5.055021969903176
toxic_language_detection,fact_verification,gptq,2,None,1024,0.0,0.0,0.0,516.1,5.037783375314861
toxic_language_detection,dialogue_state_tracking,gptq,2,None,1024,0.0,0.0,0.0,513.89,5.059448520111308
toxic_language_detection,answer_verification,gptq,2,None,1024,0.0,0.0,0.0,515.87,5.04002946478764
toxic_language_detection,irony_detection,gptq,2,None,1024,0.0,0.0,0.0,516.67,5.032225598544526
toxic_language_detection,word_semantics,gptq,2,None,1024,0.0,0.0,0.0,519.4,5.005775895263766
toxic_language_detection,gender_classification,gptq,3,None,1024,12.898,12.569046223697455,13.226953776302548,680.22,3.822292787627532
toxic_language_detection,fact_verification,gptq,3,None,1024,36.613,36.14020009222273,37.08579990777727,692.16,3.7563569116967175
toxic_language_detection,coherence_classification,gptq,3,None,1024,24.4471,24.025307483315217,24.86889251668478,691.23,3.7614108183961923
toxic_language_detection,answer_verification,gptq,3,None,1024,36.7835,36.31023828259113,37.256761717408864,694.53,3.7435387960203306
toxic_language_detection,dialogue_state_tracking,gptq,3,None,1024,25.4501,25.022608084865748,25.877591915134246,690.01,3.768061332444457
toxic_language_detection,irony_detection,gptq,3,None,1024,18.8155,18.43192166610681,19.1990783338932,692.66,3.753645367135391
toxic_language_detection,word_semantics,gptq,3,None,1024,18.7303,18.347390341191623,19.113209658808376,692.14,3.7564654549657583
toxic_language_detection,gender_classification,gptq,4,None,1024,17.5066,17.1336332358197,17.8795667641803,779.08,3.3372696000410738
toxic_language_detection,coherence_classification,gptq,4,None,1024,30.6655,30.212957527242317,31.11804247275769,791.7,3.284072249589491
toxic_language_detection,fact_verification,gptq,4,None,1024,36.603,36.130227375707605,37.0757726242924,793.42,3.276952937914346
toxic_language_detection,irony_detection,gptq,4,None,1024,28.6295,28.1858649225219,29.073135077478103,793.81,3.2753429662009803
toxic_language_detection,answer_verification,gptq,4,None,1024,30.3796,29.928244323053164,30.83095567694684,795.31,3.2691654826419887
toxic_language_detection,dialogue_state_tracking,gptq,4,None,1024,31.5731,31.116924799480277,32.02927520051973,790.2,3.2903062515818777
toxic_language_detection,word_semantics,gptq,4,None,1024,22.2005,21.79262282069335,22.60837717930665,792.47,3.280881295190985
word_semantics,None,base,None,None,None,19.2278,18.348592350590582,20.10700764940941,2600.0,1.0
word_semantics,None,base,None,None,None,19.2278,18.348592350590582,20.10700764940941,2600.0,1.0
word_semantics,irony_detection,fmzip,2,0.0,1024,18.7095,17.839445030333827,19.57955496966617,146.23,17.7802092593859
word_semantics,dialogue_state_tracking,fmzip,2,0.0,1024,17.673,16.822014838106753,18.523985161893247,177.88,14.616595457611874
word_semantics,gender_classification,fmzip,2,0.0,1024,14.1487,13.371151637827024,14.926248362172975,173.18,15.013280979327867
word_semantics,toxic_language_detection,fmzip,2,0.0,1024,15.9109,15.094857215373596,16.726942784626402,280.84,9.257940464321322
word_semantics,fact_verification,fmzip,2,0.0,1024,18.7613,17.890319061623494,19.632280938376507,200.35,12.977289742949838
word_semantics,answer_verification,fmzip,2,0.0,1024,15.574,14.76502724438934,16.38297275561066,224.57,11.577681791868905
word_semantics,gender_classification,fmzip,2,0.9,1024,17.8025,16.94907471556591,18.655925284434087,70.38,36.94231315714692
word_semantics,toxic_language_detection,fmzip,2,0.9,1024,17.4398,16.593251543626565,18.28634845637344,213.89,12.155781008929825
word_semantics,fact_verification,fmzip,2,0.9,1024,19.0723,18.19581227664245,19.94878772335755,90.42,28.754700287547003
word_semantics,answer_verification,fmzip,2,0.9,1024,17.958,17.10166675057932,18.81433324942068,128.7,20.202020202020204
word_semantics,irony_detection,fmzip,2,0.9,1024,19.2537,18.374041467331423,20.133358532668574,41.68,62.380038387715935
word_semantics,dialogue_state_tracking,fmzip,2,0.9,1024,19.3833,18.501394459692268,20.26520554030773,69.06,37.64842166232262
word_semantics,dialogue_state_tracking,fmzip,2,0.95,1024,19.2019,18.32314384514098,20.08065615485902,46.19,56.28924009525872
word_semantics,toxic_language_detection,fmzip,2,0.95,1024,18.2949,17.432347959650528,19.157452040349472,180.06,14.4396312340331
word_semantics,irony_detection,fmzip,2,0.95,1024,19.2278,18.348592350590582,20.10700764940941,32.99,78.8117611397393
word_semantics,fact_verification,fmzip,2,0.95,1024,19.2019,18.32314384514098,20.08065615485902,63.93,40.66948224620679
word_semantics,gender_classification,fmzip,2,0.95,1024,18.8391,17.966733044011047,19.71146695598895,44.81,58.02276277616603
word_semantics,answer_verification,fmzip,2,0.95,1024,18.4763,17.61044504300105,19.342154956998947,100.09,25.97662104106304
word_semantics,answer_verification,fmzip,2,0.99,1024,18.865,17.992172886084113,19.737827113915884,73.93,35.168402542946026
word_semantics,gender_classification,fmzip,2,0.99,1024,18.9946,18.11947968527041,19.869720314729587,22.3,116.59192825112108
word_semantics,fact_verification,fmzip,2,0.99,1024,19.2278,18.348592350590582,20.10700764940941,45.66,56.94261936049059
word_semantics,irony_detection,fmzip,2,0.99,1024,19.3573,18.47584402846491,20.23875597153509,21.81,119.21137093076571
word_semantics,toxic_language_detection,fmzip,2,0.99,1024,18.7354,17.864881731088648,19.605918268911356,146.34,17.76684433511002
word_semantics,dialogue_state_tracking,fmzip,2,0.99,1024,19.15,18.2721504210326,20.0278495789674,23.45,110.87420042643923
word_semantics,dialogue_state_tracking,fmzip,3,0.0,1024,17.6989,16.847425469932364,18.550374530067632,316.77,8.207847965400765
word_semantics,irony_detection,fmzip,3,0.0,1024,18.4763,17.61044504300105,19.342154956998947,240.76,10.799136069114471
word_semantics,coherence_classification,fmzip,3,0.0,1024,14.9261,14.131100146607206,15.721099853392795,351.44,7.398133394035966
word_semantics,answer_verification,fmzip,3,0.0,1024,15.574,14.76502724438934,16.38297275561066,362.35,7.175382917069132
word_semantics,toxic_language_detection,fmzip,3,0.0,1024,15.5222,14.714325985761567,16.330074014238434,426.97,6.089420802398295
word_semantics,fact_verification,fmzip,3,0.0,1024,18.7613,17.890319061623494,19.632280938376507,333.66,7.7923634837858895
word_semantics,gender_classification,fmzip,3,0.0,1024,14.1747,13.396555401729742,14.95284459827026,312.19,8.328261635542459
word_semantics,coherence_classification,fmzip,3,0.9,1024,17.8285,16.974586825590514,18.682413174409483,160.46,16.20341518135361
word_semantics,answer_verification,fmzip,3,0.9,1024,17.8285,16.974586825590514,18.682413174409483,162.42,16.007880802856793
word_semantics,toxic_language_detection,fmzip,3,0.9,1024,17.7248,16.872836774746407,18.57676322525359,241.25,10.77720207253886
word_semantics,fact_verification,fmzip,3,0.9,1024,19.0205,18.14492326378861,19.896076736211395,115.38,22.53423470272144
word_semantics,gender_classification,fmzip,3,0.9,1024,16.7919,15.957972249222468,17.62582775077753,105.85,24.563060935285783
word_semantics,dialogue_state_tracking,fmzip,3,0.9,1024,19.0723,18.19581227664245,19.94878772335755,94.68,27.460920997042667
word_semantics,irony_detection,fmzip,3,0.9,1024,18.9168,18.04305444363081,19.79054555636919,55.32,46.99927693420101
word_semantics,toxic_language_detection,fmzip,3,0.95,1024,18.0358,17.17802079903443,18.893579200965565,196.63,13.222804251640136
word_semantics,coherence_classification,fmzip,3,0.95,1024,18.2949,17.432347959650528,19.157452040349472,116.95,22.231722958529286
word_semantics,dialogue_state_tracking,fmzip,3,0.95,1024,19.5128,18.628664334344165,20.396935665655832,58.27,44.61987300497683
word_semantics,fact_verification,fmzip,3,0.95,1024,18.9946,18.11947968527041,19.869720314729587,82.99,31.32907579226413
word_semantics,irony_detection,fmzip,3,0.95,1024,19.2537,18.374041467331423,20.133358532668574,35.84,72.54464285714285
word_semantics,answer_verification,fmzip,3,0.95,1024,18.3985,17.53405775315254,19.26294224684746,119.24,21.804763502180478
word_semantics,gender_classification,fmzip,3,0.95,1024,18.3208,17.457774439597426,19.18382556040257,63.23,41.11972165111498
word_semantics,gender_classification,fmzip,3,0.99,1024,19.15,18.2721504210326,20.0278495789674,25.64,101.40405616224649
word_semantics,answer_verification,fmzip,3,0.99,1024,19.1241,18.24670375749885,20.001496242501155,79.01,32.90722693329958
word_semantics,irony_detection,fmzip,3,0.99,1024,19.2537,18.374041467331423,20.133358532668574,22.31,116.53966831017482
word_semantics,fact_verification,fmzip,3,0.99,1024,19.3314,18.450392475922285,20.21240752407771,48.55,53.55303810504635
word_semantics,dialogue_state_tracking,fmzip,3,0.99,1024,19.2278,18.348592350590582,20.10700764940941,26.68,97.4512743628186
word_semantics,coherence_classification,fmzip,3,0.99,1024,18.865,17.992172886084113,19.737827113915884,73.76,35.24945770065076
word_semantics,toxic_language_detection,fmzip,3,0.99,1024,18.7095,17.839445030333827,19.57955496966617,151.83,17.124415464664427
word_semantics,coherence_classification,fmzip,4,0.0,1024,14.8743,14.080439268014016,15.668160731985989,449.19,5.78819653153454
word_semantics,answer_verification,fmzip,4,0.0,1024,15.4703,14.663530009153536,16.277069990846467,461.47,5.634169068411814
word_semantics,gender_classification,fmzip,4,0.0,1024,14.1487,13.371151637827024,14.926248362172975,413.12,6.293570875290472
word_semantics,fact_verification,fmzip,4,0.0,1024,18.8132,17.941293827722667,19.68510617227733,428.61,6.066120715802244
word_semantics,toxic_language_detection,fmzip,4,0.0,1024,15.3667,14.562143314785096,16.171256685214903,522.07,4.9801750723083105
word_semantics,irony_detection,fmzip,4,0.0,1024,18.2949,17.432347959650528,19.157452040349472,294.57,8.82642495841396
word_semantics,dialogue_state_tracking,fmzip,4,0.0,1024,17.6211,16.771097494044824,18.471102505955173,415.81,6.252855871672158
word_semantics,irony_detection,fmzip,4,0.9,1024,19.0723,18.19581227664245,19.94878772335755,81.44,31.925343811394892
word_semantics,dialogue_state_tracking,fmzip,4,0.9,1024,19.2019,18.32314384514098,20.08065615485902,110.19,23.595607586895362
word_semantics,coherence_classification,fmzip,4,0.9,1024,18.1912,17.33055036402839,19.051849635971607,172.22,15.096968993148298
word_semantics,answer_verification,fmzip,4,0.9,1024,17.7248,16.872836774746407,18.57676322525359,172.6,15.063731170336037
word_semantics,gender_classification,fmzip,4,0.9,1024,16.8697,16.034233467300517,17.705166532699483,115.94,22.425392444367777
word_semantics,fact_verification,fmzip,4,0.9,1024,19.0205,18.14492326378861,19.896076736211395,121.57,21.386855309698117
word_semantics,toxic_language_detection,fmzip,4,0.9,1024,17.9321,17.0762494378933,18.787950562106698,253.53,10.255196623673728
word_semantics,gender_classification,fmzip,4,0.95,1024,17.8025,16.94907471556591,18.655925284434087,71.11,36.56307129798903
word_semantics,answer_verification,fmzip,4,0.95,1024,18.4763,17.61044504300105,19.342154956998947,125.55,20.70888092393469
word_semantics,dialogue_state_tracking,fmzip,4,0.95,1024,19.0723,18.19581227664245,19.94878772335755,70.23,37.02121600455646
word_semantics,coherence_classification,fmzip,4,0.95,1024,18.5799,17.71217281086304,19.44762718913696,123.16,21.11075024358558
word_semantics,toxic_language_detection,fmzip,4,0.95,1024,18.0617,17.20344075397194,18.91995924602806,203.28,12.790240062967335
word_semantics,irony_detection,fmzip,4,0.95,1024,19.15,18.2721504210326,20.0278495789674,51.18,50.801094177413056
word_semantics,fact_verification,fmzip,4,0.95,1024,19.0982,18.221257709050224,19.975142290949773,89.92,28.914590747330962
word_semantics,fact_verification,fmzip,4,0.99,1024,19.2796,18.399491194424,20.159708805576003,47.99,54.177953740362575
word_semantics,irony_detection,fmzip,4,0.99,1024,19.2278,18.348592350590582,20.10700764940941,24.6,105.6910569105691
word_semantics,toxic_language_detection,fmzip,4,0.99,1024,18.7873,17.915855238211638,19.65874476178836,154.2,16.861219195849547
word_semantics,coherence_classification,fmzip,4,0.99,1024,18.8391,17.966733044011047,19.71146695598895,76.03,34.19702748914902
word_semantics,dialogue_state_tracking,fmzip,4,0.99,1024,19.15,18.2721504210326,20.0278495789674,29.71,87.5126220127903
word_semantics,answer_verification,fmzip,4,0.99,1024,18.9946,18.11947968527041,19.869720314729587,80.94,32.122559920929085
word_semantics,gender_classification,fmzip,4,0.99,1024,19.0205,18.14492326378861,19.896076736211395,28.81,90.24644220756682
word_semantics,toxic_language_detection,gptq,2,None,1024,0.0,0.0,0.0,517.04,5.028624477796689
word_semantics,fact_verification,gptq,2,None,1024,0.0,0.0,0.0,516.1,5.037783375314861
word_semantics,irony_detection,gptq,2,None,1024,0.0,0.0,0.0,516.67,5.032225598544526
word_semantics,dialogue_state_tracking,gptq,2,None,1024,0.0,0.0,0.0,513.89,5.059448520111308
word_semantics,coherence_classification,gptq,2,None,1024,0.0,0.0,0.0,514.34,5.055021969903176
word_semantics,answer_verification,gptq,2,None,1024,0.0,0.0,0.0,515.87,5.04002946478764
word_semantics,gender_classification,gptq,2,None,1024,0.0,0.0,0.0,512.64,5.071785268414482
word_semantics,toxic_language_detection,gptq,3,None,1024,8.2664,7.6520467914876145,8.880753208512388,695.1,3.7404689972665803
word_semantics,fact_verification,gptq,3,None,1024,13.2159,12.460348350952744,13.971451649047255,692.16,3.7563569116967175
word_semantics,irony_detection,gptq,3,None,1024,13.2418,12.48562122607869,13.997978773921313,692.66,3.753645367135391
word_semantics,dialogue_state_tracking,gptq,3,None,1024,9.5102,8.855729096837134,10.164670903162865,690.01,3.768061332444457
word_semantics,coherence_classification,gptq,3,None,1024,14.7448,13.95380163513952,15.53579836486048,691.23,3.7614108183961923
word_semantics,answer_verification,gptq,3,None,1024,13.3195,12.561445606953194,14.077554393046809,694.53,3.7435387960203306
word_semantics,gender_classification,gptq,3,None,1024,12.4644,11.72747422101824,13.201325778981756,680.22,3.822292787627532
word_semantics,toxic_language_detection,gptq,4,None,1024,15.7036,14.891891992981506,16.515308007018493,795.63,3.2678506340887097
word_semantics,coherence_classification,gptq,4,None,1024,15.5222,14.714325985761567,16.330074014238434,791.7,3.284072249589491
word_semantics,answer_verification,gptq,4,None,1024,13.3454,12.586722311171991,14.104077688828005,795.31,3.2691654826419887
word_semantics,fact_verification,gptq,4,None,1024,15.9109,15.094857215373596,16.726942784626402,793.42,3.276952937914346
word_semantics,irony_detection,gptq,4,None,1024,18.1135,17.25428263420874,18.972717365791254,793.81,3.2753429662009803
word_semantics,dialogue_state_tracking,gptq,4,None,1024,14.8225,14.029781711046835,15.615218288953162,790.2,3.2903062515818777
word_semantics,gender_classification,gptq,4,None,1024,14.1228,13.345846466184582,14.899753533815415,779.08,3.3372696000410738
